Date,AMZN_moving_avg,GOOGL_moving_avg,META_moving_avg,AAPL_moving_avg
03/09/2022,144.20999999999998,131.61999999999998,198.69857142857146,162.69285714285715
03/08/2022,146.25,131.85428571428568,200.48857142857142,163.00285714285715
03/07/2022,148.79,132.90571428571428,203.37285714285716,164.0614285714286
03/04/2022,150.77714285714288,133.80714285714288,206.24857142857144,164.55285714285714
03/03/2022,150.6614285714286,133.19,206.01857142857142,164.10999999999999
03/02/2022,150.99,132.6057142857143,205.89142857142858,163.83714285714285
03/01/2022,151.06857142857143,132.01000000000002,205.61285714285714,163.94285714285712
02/28/2022,151.57,131.79285714285712,206.21571428571428,164.7542857142857
02/25/2022,152.21857142857144,132.17571428571426,207.00285714285715,165.81571428571428
02/24/2022,152.60714285714286,132.48285714285714,208.50571428571428,166.95000000000002
02/23/2022,153.15142857142857,132.88857142857142,209.94857142857146,167.82714285714286
02/22/2022,154.35999999999999,133.84428571428572,212.96285714285713,169.05142857142854
02/18/2022,155.61714285714285,135.10285714285712,216.67571428571426,170.16571428571427
02/17/2022,156.8442857142857,136.70142857142858,220.36714285714285,171.44857142857146
02/16/2022,157.81,137.68142857142857,222.14857142857142,172.29857142857142
02/15/2022,157.7871428571428,137.89000000000001,223.34428571428572,172.17142857142858
02/14/2022,157.9485714285714,138.8442857142857,225.64285714285714,172.11428571428573
02/11/2022,155.61714285714285,139.9242857142857,228.50857142857143,172.68857142857146
02/10/2022,155.2342857142857,141.8842857142857,243.28714285714287,173.71714285714285
02/09/2022,154.11857142857144,141.74428571428572,256.27714285714285,174.07285714285712
02/08/2022,152.45857142857145,140.8457142857143,267.8857142857143,173.85857142857142
02/07/2022,149.96857142857144,139.98142857142858,279.53285714285715,173.21571428571428
02/04/2022,147.3542857142857,138.5242857142857,289.4942857142857,171.4385714285714
02/03/2022,144.67285714285714,136.5157142857143,297.7142857142857,169.62428571428572
02/02/2022,144.8357142857143,134.20857142857145,306.6271428571429,167.75
02/01/2022,143.96857142857144,131.75142857142856,304.58571428571435,165.71857142857147
01/31/2022,142.74714285714285,130.70999999999998,302.32428571428574,163.97571428571428
01/28/2022,143.04714285714286,130.4257142857143,302.7957142857143,162.50857142857143
01/27/2022,144.80714285714285,130.67857142857144,305.34999999999997,161.9228571428571
01/26/2022,147.5614285714286,131.67857142857142,308.7085714285714,163.43428571428572
01/25/2022,150.88571428571427,133.14285714285717,314.03285714285715,165.34571428571425
01/24/2022,153.91714285714284,134.80714285714285,317.7942857142857,167.1185714285714
01/21/2022,156.86999999999998,136.32571428571427,321.3014285714285,169.1057142857143
01/20/2022,160.1157142857143,137.66714285714286,325.75857142857143,170.91571428571427
01/19/2022,161.51857142857145,138.43285714285716,327.40285714285716,172.01285714285714
01/18/2022,162.4114285714286,138.7042857142857,329.1457142857143,172.86142857142858
01/14/2022,163.03,138.9542857142857,331.19,173.1757142857143
01/13/2022,163.34714285714284,138.71142857142857,330.0857142857143,173.44
01/12/2022,164.24857142857147,139.54142857142855,331.5214285714286,174.51285714285714
01/11/2022,164.99,140.04999999999998,332.27571428571434,175.4385714285714
01/10/2022,164.92833333333334,140.10166666666666,331.9266666666667,175.49833333333333
01/07/2022,165.616,140.38799999999998,332.698,176.16
01/06/2022,166.3825,141.23,332.925,177.15749999999997
01/05/2022,167.42666666666665,142.39000000000001,333.08,178.87666666666667
01/04/2022,168.96,144.695,337.53499999999997,180.855
01/03/2022,170.4,144.99,338.54,182.01
